10,SingLesinger,力荐,"<span class=""short"">剧本的节奏处理的极其工整，灵魂黑夜到第三幕的高潮迭起层层堆叠。特效部分也很扎实，美术在好莱坞科幻美学上有很多本土的尝试。最后的太空战狼时刻也并不违和，春节元素也比红海更扣档期主题。希望中国科幻电影好起来。</span>",2019-01-20,https://www.douban.com/people/singlesinger/
11,非常不小心,很差,"<span class=""short"">我这里有一个快速的观影指南，这部电影好不好？可以类比一个事情：比如说华为手机好不好？华为手机市占率已经有公论，理性地说，华为手机很好，但不足以让我给华为的行为打五星。所以，这部电影就像另外一种华为的翻版，是建立在全球化合作基础上创造的中国制造。在某种底层价值观上，这部电影应该体现一种向全球化致敬的底色，而非电影里面数不清的“回家”。相反，在这部电影里面，中国人只是表面上和全世界通力合作(但实际上只是和俄国人搞起了团团伙伙)。电影唯一可取的地方，是具象化了星辰大海，只能期望更多的中国人在看过这部电影之后，开始有一种真正的“胸怀宇宙观”，有一种真正地意愿参与全球价值观建设，而非所谓的“一不干涉，三不输出”，表面上顶呱呱，背地里打哈哈。所以，从我个人价值观的角度，我仍然只能给一星。</span>",2019-02-09,https://www.douban.com/people/fcbuxiaoxin/
12,懒懒,很差,"<span class=""short"">就真的，三分不能再多了。我很失望😞电影改编得面目全非。刘慈欣最精彩的是他的科幻的形吗，是吧，但除了他恢弘的宇宙想象外，更精彩的是对人性的洞悉和对社会形态的观察力。这些电影全都自我阉割，根本没打算要拍，即使自我降维打算拍成美式爆米花电影，却又连故事都讲不好，硬挤尴尬地笑点和煽情，人物全都莫名其妙的缺发动机。书中有侧面描写过为什么最终计划倾向于地球派而不是飞船派，电影连这一茬都不打算提，难道没看过原著的人不会困惑为什么要拖着个大地球满宇宙跑而不是靠飞船高效移居吗？连爆米花电影的水准都做不到，为刘慈欣不值，可别再想着拍三体了吧[微笑]最后居然还改成吴战狼的个人英雄主义，吐了，真的。</span>",2019-02-05,https://www.douban.com/people/graycat/
13,frozenmoon,还行,"<span class=""short"">1.从特效和技术上讲，这应该是迄今为止此类中国电影的巅峰了。磅礴恢宏，细节营造用心。2.故事层面比较糟糕，很好奇到底出于什么原因，造成几乎超过40%的台词都是后配的，而且对不上口型，明显是片子成型后彻底改词重配的。这严重影响故事质量。3.作为类型片，很多讲述方式有明显问题，比如人物特征不鲜明，交代不清楚，刘启变成“刘户口”，这种启字的拆解为什么不交代?李一一变成“李长条”留给谁去猜?4.很多地方增加众多根本无意义的插科打诨，自以为幽默但毫无笑点非常尴尬。5.这个全球化的项目中，中俄合作，稍稍出现一句法语，两句日语，美国只闪现一次国旗，美国的缺席，出于什么原因?好奇。6.科幻特效技术有了巨大进步，但技术这只是科幻电影的一部分。</span>",2019-02-05,https://www.douban.com/people/1233038/
14,汪金卫,还行,"<span class=""short"">“咔嚓一下震天响，来了战狼当球长。带领人类救地球，一场大火没咋地。”能有部特效还看得过去的硬科幻国产片是值得鼓励的，虽步履蹒跚但至少起步了。身为大刘十几年的读者，观影前又读了遍原著，文字的力量依旧让我感动。大刘不像很多中国科幻作家那样有强烈的中国中心观，而是站在全人类高度。但电影只是借用了小说设定，剧情已改编得面目全非，注入了原著不曾有丝毫的民族主义催化剂。映后吴京灵魂提问“月球背面的车是哪个国家造的？”全场高呼“中国！”观众激动表达高涨的爱国情绪与自豪感，让我惊愕不已。电影在台词节奏方面问题不少。吴京的角色设定似曾相识，他在太空翻滚对接高潮戏的配乐也很耳熟，仿佛穿越到五年前三刷《星际穿越》IMAX的那天，忍不住喊出那句经典台词：Come on TARS！</span>",2019-01-29,https://www.douban.com/people/longzheking/
15,孟三哥,还行,"<span class=""short"">只能说前期宣传太强势导致期望过高，男一女一演技拖后腿，而且想说本人非常相当不喜欢绑架型宣传的电影，什么中国电影站起来了呀之类的，把期望宣传立意搞那么大，看了只会觉得有落差。不过吴京文戏表现意外不错。可惜被男主和妹妹一人拉低一星。</span>",2019-02-05,https://www.douban.com/people/88345829/
16,春导师,很差,"<span class=""short"">女的在里面不是添麻烦就是不懂事，价值观反人类反文明反自然，文化艺术宗教一点没出现。计划经济的缩影，矿工区的“活着”。贾樟柯好多了相对比。评《流浪地球》 </span>",2019-02-06,https://www.douban.com/people/1292389/
17,王小叶儿,力荐,"<span class=""short"">就在我已经彻底被国内影视技术限制了想象力，不相信中国能有真正意义的科幻电影时，流浪地球便对着我的心脏狠狠扎了一针强心剂，走出电影院都还恍若隔世，中国真的也有这样的电影了吗，真的不是在做梦吗。相信，这是一部定会写进中国影史、中国科幻影史、中国太空电影史、中国影视工业进程史的一部科幻杰作，庆幸能成为见证者。此刻我手中的那张电影票不再是一张观影入场券，更像是一次亲历奇迹的勋章。</span>",2019-01-20,https://www.douban.com/people/wangxiaoyeer/
18,二十二岛主,推荐,"<span class=""short"">观影过程中的情绪很复杂，一方面感叹特效的用心和部分设定的精妙，另一方面又很讨厌导演极尽谄媚的逢迎和所谓的“接地气”，这可能是导演想要努力区别于国外科幻片的地方，但不是说加入像《海草舞》、穿秋裤这样的“魔幻中国”元素就能展现出中国特有的科幻感的，一切还是要回归到人性纽带上。在这一点上，影片中的几条亲情线就至关重要。其中最打动人的还真是吴孟达饰演的爷爷/姥爷这条线，以及隐线叙事的父女情和夫妻情。吴京才是影片的第一男主角，从头演到尾，而且大多数时间都是独角戏，难度很大，变成特别出演可能也是情非得已。多加一星鼓励，作为第一步，确实已经不错了。</span>",2019-02-05,https://www.douban.com/people/48369193/
19,喂饭,很差,"<span class=""short"">犬儒、鸡贼到让我愤怒，所以这次评价决定不再犬儒直接一星。觉得科幻的核心永远不是设定、技术。它首先是遵循电影调度逻辑的电影；然后是责任感，是设问和思考，是“终极体验”。技术只有契合在这两者身上才最有价值，最有“电影价值”乃至“科幻价值”。其余的都多少是扯蛋和自我标榜</span>",2019-02-06,https://www.douban.com/people/78591451/
20,刘小黛,还行,"<span class=""short"">剧作短板，特效完美，演员优秀，逻辑还是完全经不起推销。地球离太阳最后的距离还不得冻成一个冰球？一个女孩的中学获奖感言感动全人类，几个毛孩拯救地球，中国宇航员牺牲自我其他国家的都是休眠待毙，其实主题和战狼一模一样。原小说就是个体量不充沛的概念框架，改编影像困难。当然对整体工业水准有推进，什么时候能消除国别差异，关注个体，展露基本人性原生态，再搭配科幻质感，并且还能上映。</span>",2019-02-05,https://www.douban.com/people/darlingtudai/
21,玑衡,较差,"<span class=""short"">的确拍成了大片，production quality 还不错，然而三观严重不正：传统的家庭关系（以骂和顶撞为主），庸俗的台词，柔弱无用的女主，强调牺牲的集体主义精神。</span>",2019-02-11,https://www.douban.com/people/lilyshen/
22,極北丶,很差,"<span class=""short"">这分数我又叛逆了，本应三分是全给特效的。内核剧情看得我彷佛吃下大年初一第一口shi…科技进步成这样了为什么每个人还作得让我恨不得打爆他们的🐷头</span>",2019-02-05,https://www.douban.com/people/nxsp1102/
23,妖灵妖,推荐,"<span class=""short"">7。想象力和视觉构建上有很多了不起的地方，可惜剧作上的急促让人物严重扁平化了</span>",2019-02-06,https://www.douban.com/people/film101/
24,基闹,较差,"<span class=""short"">开年第一部灾难大片——灾难级的表演，灾难级的文本，灾难级的剪辑，灾难级的摄影。原著小而精的结构到了电影里变成了赶流程一样的儿戏，通篇的廉价煽情和自我感动。最后小女孩全球广播作文朗诵我甚至听到我爸重重的“啧”了一声。至于技术，「值得鼓励」和「好」是截然不同的两件事情。</span>",2019-02-05,https://www.douban.com/people/48554953/
25,江寒园,还行,"<span class=""short"">1. 煽情、尴尬与生硬并存
2.主要是2001太空漫游（致敬AI杀人太空戏）和罗兰.艾默里奇灾难类型的杂糅。如「后天」里宏观视角和家庭线小视角的结合，但处理太生硬。尤其地面这条线一开始就给这么多镜头叙事实在是缺乏矛盾内驱力。
3.剪辑问题不少：吴孟达坠落那里有谁看清了吗，还有俩兄妹坠落，之后就直接出现在球里了，事件线剪辑混乱，缺乏逻辑前后关联。
4，台词欠打磨，表演也尴尬，尤其刘启的生硬对冲，尬硬尬硬的，直逼李易峰在老炮儿里的演技。儿子表演全靠吼。
5. 大刘的想象力设定一流，很多人的赞美也都是冲着这个去的，但是恕我直言，这个导演没跟上，电影其他部分从剧作到配乐表演剪辑都不及格。现在显然鼓励太多——上一次还是大圣归来，从国产动漫到科幻，都是批评不得

客观就2.5，打了三星都有人来骂



</span>",2019-02-05,https://www.douban.com/people/63306399/
26,文森特九六,较差,"<span class=""short"">倒也不是说有啥特大特显眼的问题，主要还是太没趣、太无聊、太简单、太狭小了，另外再多句嘴，以好莱坞式的工业制作与美学取向标准完成的这部开启所谓“中国科幻元年”之定义的作品，真的就值得我们自信和骄傲吗？</span>",2019-02-06,https://www.douban.com/people/ILWTFT/
27,小A,推荐,"<span class=""short"">气势恢宏，后半段很震撼。刘慈欣原著没有完整的故事，而是碎片化场景的集合。电影版以原著设定为基础原创了一个故事，有致敬《2001》《地心引力》《2012》《星际穿越》和多部经典动作片灾难片的内容。和《降临》一样在科幻故事架构中表达人文关怀，不再以展现人类科技伟大成就或浩瀚宇宙壮丽神秘作为故事唯一主题，而是以此为基础回归人性，探索架空设定下人类最纯粹的情感。</span>",2019-01-28,https://www.douban.com/people/AngelinaAnne/
28,哪吒男,还行,"<span class=""short"">父亲们一定会喜欢的电影！为人父亲的人生理想被表现得彻彻底底：1说什么都是对的；2不带孩子还能天天教训孩子：3临死前也能教育孩子。（后半段煽情点太多了，都麻木了）</span>",2019-02-08,https://www.douban.com/people/nezhaboy/
29,Xaviera,还行,"<span class=""short"">特效确实值得赞，也确实是翻开了国产科幻片的新篇章，毕竟看了会有“其实我们也能做到”的骄傲，但对于“科幻元年”持保留意见。剧本仍然是硬伤，大部分人物没有立得起来，人物行为动机和转折几乎没有逻辑背景驱动可言，煽情位置都非常明显所以很尴尬，而且从人物设定就知道人物的作用甚至生死，就算导演特意淡化个人英雄主义，却仍然很多金手指，到后半部分WJ出舱后剧情开始崩盘，加上你根本猜都不用猜就能知道的结局，所以毫无紧张感，更别说共情了，赞同评论那句“硬要科幻和硬科幻是两回事”，但国产科幻片以此为开端，以后的发展是可以期待的。</span>",2019-01-29,https://www.douban.com/people/48953772/
30,谢谢你们的鱼,推荐,"<span class=""short"">125分钟重新定义了中国科幻，主创团队站在好莱坞的肩膀上完成了一个中国电影人从未完成的壮举。你可以在影片中看到《星际穿越》、《全球风暴》、《后天》、《世界末日》等一系列好莱坞顶级大片的影子，但是观看的时候你依然会非常明确地认定这是一部国产科幻大片应该具有的样子，没有山寨感，没有违和感。编剧对于大刘故事的全新演绎面面俱到，小到人物情感大到人类存亡都被演绎得让人信服，高潮部分更是贡献了极强的情感穿透力，燃度也是惊人。说实话，《流浪地球》作为国产科幻元年作品，起点真的太高了，心疼后面那些跃跃欲试的跟风者。PS：小粉红请不要赞这条，我不是你们盲目爱国的盟友！</span>",2019-01-28,https://www.douban.com/people/reave/
31,桃桃淘电影,还行,"<span class=""short"">7分，当时看的时候，最大的感受就是，影片终于用一种好莱坞灾难片的模式，来处理这部电影，这使得最后的救援与牺牲，都有热血感。虽然从情节的细节、人设、台词等很多方面，还是有太多的遗憾。但是，它还是一个方向吧，这种大片，还是要尊重一些类型片基本情节规律的。另外，真正触到我的，还是那个2500年的漫长旅行，一场所有人都看不到结局的冒险，特别绝望与悲观，恰好也是我对宇宙的看法。</span>",2019-02-07,https://www.douban.com/people/qijiuzhiyue/
32,Plauto,较差,"<span class=""short"">暂未看原著，此评分仅针对电影呈现拍摄制作。评分绝大部分给画面特效。1、情节全靠台词和配音推动（刚才地震了！刚才二次地震了！杭州沦陷了！我们到印尼了！木星引力加大了！我们成功了！）2、插科打诨特别尴尬，一些人物个性莫名其妙（如呕吐的那段）3、煽情极多，好不容易情节走入正轨热血沸腾时就死个人，再嚎两下（此处放大回音混响音效），节奏感贼差 4、价值观混乱。一会要救地球（为了大义），一会要救家人（为了团聚），一会独自行动（违背规则），一会扬我国威（道德绑架），前段一直嚷着要回家（又不让地球末日团聚），最后再为了拯救一部分人牺牲所有人类遗产。反正我们爷俩想咋样，整个宇宙就得怎么来——这不是典型的巨婴心理么？强行反思的人工智能桥段，也无疾而终（再申——原著内容暂不知晓）。抱歉，白眼翻到烂。</span>",2019-02-05,https://www.douban.com/people/dyingpluto/
33,shininglove,还行,"<span class=""short"">美国被隐去，俄罗斯陨落，日本韩国东南亚逃避无作为，依靠吴京的父权杠杆，子嗣撬动宇宙。</span>",2019-02-10,https://www.douban.com/people/2849243/
34,Seki怎么又瘦了,还行,"<span class=""short"">看着挺无语的，对不起各位，对不起大刘，但我实在没法接受莫名其妙的煽情和我逻辑里没法解释的“小屁孩通过常识得到的奇迹比全球顶尖牛逼的科学家和超智能人工智能更牛逼”的爱国主义奇迹精神。对不起。</span>",2019-02-07,https://www.douban.com/people/timonin/
35,寒枝雀静,较差,"<span class=""short"">2.5 / 假如“元年”如百度百科所说意为“某个事物或事件开始发生的时间”的话，那么这部影片在人物塑造、情节推进、主旨串连、演员表演、配乐调用等基础的叙事（或是论证）能力与视听技巧方面都是配得上这一称号的，而视觉效果则比“元年”要成熟不少。一个初生不久的孩子不会说话走路，眼中却有着扁平驳杂而充满新鲜感的世界。只不过“世界”到底意味着什么，“死亡”意味着什么，对它而言还是如此轻薄模糊。然而这些实质性的成长镇痛，才是在鼓励之外必须要磨炼的内容。</span>",2019-02-06,https://www.douban.com/people/93124222/
36,德川咪咪,力荐,"<span class=""short"">虽然和原著几乎完全不同，但绝不亚于高二看小说时的脑补。放映厅里60%都是独自来看这部片子的单身宅男，最后半小时，一整排人都在爆哭。
它绝不仅仅限于“中国人竟然能拍出这种水平的科幻电影”，这是在好莱坞的标准下也绝不逊色的，闪闪发光的，能被所有人长久传扬铭记的一部作品。
怎么说呢，科幻迷们这一生，不就是为了等到这样的作品吗？大笑、感动、爆哭、忘却自我、满脑子都是破音。
“前进三。”</span>",2019-02-05,https://www.douban.com/people/zhangxy1326/
37,张天翼,较差,"<span class=""short"">拿科幻的壳子包装一个汶川地震/九八洪水大救援的旧故事，这不叫科幻。科幻的真正意义不在于此。何况这么多的硬伤，已经严重影响观影浸入感了。更何况从人物刻画到台词设计到演员调教，都是崩塌的状态，唯一一个在他的戏份里能入戏的是客串的雷佳音。说到“鼓励一下”，如此惊人的票房已是很好的鼓励，中国科幻想进步，需要的不是“鼓励一下”。</span>",2019-02-19,https://www.douban.com/people/wisely1229/
38,邢早早,很差,"<span class=""short"">刘启，韩朵朵，泰山崩于前而色不变，猝然临之而不惊，地球是你们的，我不配留在这里，我先死为敬，去做天上星星了。</span>",2019-02-11,https://www.douban.com/people/earlyzaozao/
39,巴伐利亞酒神,推荐,"<span class=""short"">优点和缺点都十分突出的电影。先说优点：算得上中国科幻电影的里程碑之作，尤其视觉效果非常出色。红色防护服和大型载货卡车的设计极其出彩，完全击中了我的审美，如果出周边玩具的话一定购买！再说缺点：场面足够宏大了，但有些空。个别台词太尬，个别演技掉线，个别煽情过头。而大刘原著里的那种悲悯，没有表现出来。简言之，流浪地球是一出无法回头的壮烈，一种不抱希望的绝望。苦涩的成分，原本应该大于燃烧的。</span>",2019-01-28,https://www.douban.com/people/darkwood/
40,九只苍蝇撞墙,--,"<span class=""short"">战天斗地会是历史留给中国人的唯一思想遗产么</span>",2019-02-05,https://www.douban.com/people/huhu1999/
41,冰山的阴影,很差,"<span class=""short"">1.2058年的中学课堂与社会结构还停留在1988年，机械设计还停留在维多利亚的蒸汽齿轮阶段；2.请全世界自以为是的熊孩子都进监狱；3.心疼休眠中的其余精英宇航员，莫名其妙就成了一意孤行的陪葬；4.56种语言，大力出中国奇迹；5.让人类永远保持理智，确实是一件奢侈的事。</span>",2019-02-06,https://www.douban.com/people/Rynill5/
42,iriselite,推荐,"<span class=""short"">作为业余偶尔写科幻小说的我，实在没有写如此庞大体系的能力，顶多写软科幻。真是出乎意料的我国本土科幻大片，背景体系庞大，十足的硬科幻，视觉效果震撼，作为文科生可能对这方面的理论比较难理解。不过本片除了科学理论，还有浓浓的亲情，催泪啊。看完散场以后，要好好的呼吸空气，仰望蓝色天空or星空，感受地球的美好！</span>",2019-01-28,https://www.douban.com/people/iriselite/
43,Ms_underwater,较差,"<span class=""short"">这台词这人物设定看得我直翻白眼尴尬症都要犯了 简直浪费大制作</span>",2019-02-06,https://www.douban.com/people/ms_underwater/
44,Morning,还行,"<span class=""short"">是灾难片，但并不科幻。在科技这个类型上的叙事是节节败退的（因此我更宽容了一点《星际穿越》），地下城的景置景感太重，和《动物世界》的轮船没差，我觉得是观念和精细度的问题，外部世界我则想起了《天咒》，实在是不算太好的联想。电影的煽动能力还是很强的，毕竟把希望和恐惧都讲到了一个死生的极致，但个人角色就写得比较糟糕，情节时常依托于一个人任性的决定，无视法律法纪等等这让我觉得现代文明和科技发展后可能已经克服了的东西，写人性仍旧写不出恢弘的灵性格局，科技和灵性是同步发展的，亚特兰蒂斯文明就是佐证。我喜欢男主角的任务反转的线，当他离开队伍找到车再次踏上征途时，又和李光洁又一个互相的交接动作，确实是很扎实的一笔，但前面的我只能说他们一家人很拖累同伴。</span>",2019-02-05,https://www.douban.com/people/qiweiming750/
45,谢飞导演,力荐,"<span class=""short"">到五棵松耀莱影城的杜比厅大银幕上看了这部开创中国硬科幻电影元年的娱乐佳作，不错！几年前就看过刘慈欣的大作《三体》，深知把他的科幻世界搬上银幕的巨大难度，年轻的导演郭帆和王红卫剧本策划带领的编剧团队干得漂亮，值得观众用40亿以上的票房来支持它，鼓励它！好的文化艺术片不容易拍，好的通俗娱乐电影同样需要不凡的艺术才华、技巧和能力，加上巨额的资金投入、高科技视听制作，难度更大。春节假期中，在柏林电影节上斩获奖项和好评的《地久天长》、《恐龙蛋》、《一秒钟》等文艺片和在国内市场上获得票房冠亚军的本片及《疯狂的外星人》等娱乐类型片的主创，许多都是电影学院的各专业毕业生，祝贺他们的成功，母校因他们而骄傲！以前给《战狼2》我打过五颗星，这次也一样。</span>",2019-02-19,https://www.douban.com/people/114515320/
46,Ada Wang,还行,"<span class=""short"">还行，因为国产科幻有了开始就是进步，事实上国人在历史剧长期的沁润下，完全未来建立一套独立的科幻思维和科幻文化，一开始以为国产的是星际穿越，看了一半是天地大冲撞，看到最后发现是木星上行。
电影前半段的故事非常的紧凑和扎实，剧情层层展开，穿插的回忆也相当的不错。到最后反转出现了意料之中的部分坍塌，强大的主角光环和只有小孩拍脑袋的想法逃离引力的反转生硬而且难以说服观众。人类对于宇宙天体的运动是渺小的，人类要撼动天体运动轨迹相当于蚂蚁要把一个大象举起的难度，即使有科学帮助也是杯水车薪。点名批评几处电影细节，都有了地球发动机地下城、基因遗传这些前卫的科技，教室的质感简直是21世纪初的环境，连我们当代标配的多媒体设备都没有。不要认为每一处细节是可以忽略和忘记的。好莱坞优秀佳作就是靠这些细节取胜的。</span>",2019-02-07,https://www.douban.com/people/adakenndy/
47,内陆飞鱼,推荐,"<span class=""short"">拍一部国产硬科幻很不容易，既要在视觉效果上过硬，营造俯瞰式、浸入式的宇宙奇观，饕餮早已被好莱坞喂饱了的影迷，又要在世界观、宇宙观上符合国情，为中国人找到一席之位，《流浪地球》显然是过硬的，两方面都达标了，特效营造的末日奇观令人叹服，中国式的“拯救”观念，有四海之内皆兄弟的大局观，又兼顾了小家庭的温暖幸福。希望这是一个良好的开端，会激发国产科幻片的创作热情，带出更多优质佳作。</span>",2019-02-07,https://www.douban.com/people/veverlee/
48,Mr. Infamous,较差,"<span class=""short"">很认同且期待中国早该出一部硬核的科幻大片。有大刘的基础，也有郭帆的实力，当然希望《流浪地球》不仅是一部有着震撼工业视效的电影，而且是一部无论在角色塑造、故事内核还是情感共鸣上都属上乘的作品。可惜，“说好要做彼此的天使”等台词以及隋凯等角色不合时宜的低廉笑料，包括抖音等广告的植入，展现了太多妥协与媚俗，明明该记得许多壮阔的天文奇景与末日气象，可脑中最挥之不去的竟然是广播腔的“亲人两行泪”？再加上一些表演的不足，情感的干涩，还是失望的。可对郭帆和中国科幻片，仍会寄予希望，期盼国产科幻片的扛鼎之作，就在不远处。</span>",2019-01-12,https://www.douban.com/people/misterinfamous/
49,琦殿,推荐,"<span class=""short"">刘启韩朵朵，地球给你俩了，毁灭吧，赶紧的，累了。</span>",2019-02-07,https://www.douban.com/people/yyy18n/
50,汽车大师,较差,"<span class=""short"">特效上的确不算尴尬了，可动作戏的执行每场都尴尬，我反正是看不懂前因后果实际都在演些什么，趁着卡梅隆客套夸赞几句的机会赶紧去拜个师吧</span>",2019-02-07,https://www.douban.com/people/cantona_x/
51,沈入忘🌟,力荐,"<span class=""short"">在巨大的人类灾难面前，一切都不复重要。但人类面对绝望时徒劳的，甚至是愚蠢的爱，希望，勇气才更加熠熠生光。宇宙没有意义，人类却能赋予自身意义。

让人类保持理智可太难了。所以我打五星也挺不理智的，电影有很多问题，但是我是真的非常喜欢。世界观的设定太棒了，让我看到了很多的可能性。</span>",2019-02-07,https://www.douban.com/people/ruwang/
52,何小沁,推荐,"<span class=""short"">《流浪地球》，中国第一部真·硬科幻电影，确实硬起来了。将中国式亲情关系、故土情怀投射到宏大的末日构想中，比原著又升华一层，敬畏而感动。电影剧本、特效都很扎实，最后30分钟特别燃。2019年龙标001号作品，也是中国科幻大片迈出的第一步。郭帆这一代类型片起家的80后导演学习能力都很强，不断为市场带来新的惊喜。加油</span>",2019-01-20,https://www.douban.com/people/hexiaoqin/
53,獨孤島主,推荐,"<span class=""short"">在悲情城市2058的中学教育居然还是这样的</span>",2019-02-06,https://www.douban.com/people/jywpl/
54,彭萦,还行,"<span class=""short"">《星际穿越》我给了五星，《地心引力》《火星救援》我给了四星，按这个标准只能给三星。</span>",2019-02-05,https://www.douban.com/people/emilycat/
55,芥爲之舟,还行,"<span class=""short"">那刘户口，真不是曹云金啊？ </span>",2019-02-07,https://www.douban.com/people/carfield/
56,黄青蕉,推荐,"<span class=""short"">可以的，完整，宏大，节奏，泪点都做到了，这种踏实在风靡着胡乱吹逼和高冷鄙视链的科幻电影界真的难得，要不是粉丝那么讨厌我都可以打鼓励性五星了。当然，有一说一，短板也是很明显，比如你把背景换到俄罗斯试试，没了祖国滤镜整个故事就还是上世纪土锤灾难片，但是谁让我们连土锤灾难片都没拍好过呢？慢慢来吧，保持这个态度，总有一天会好的</span>",2019-02-14,https://www.douban.com/people/sakimay/
57,张老实,还行,"<span class=""short"">只能说入门了，但没新意（能看出n多经典电影的影子），而这类片子就怕没新意。影院里没有战狼起立鼓掌也说明了片子一般。</span>",2019-02-08,https://www.douban.com/people/citizen82418/
